commune,annee,rendement_kg_ha,rendement_t_ha,precip_01_mm,temp_moy_01_c,temp_max_01_c,temp_min_01_c,humidite_01_pct,rayonnement_01,precip_02_mm,temp_moy_02_c,temp_max_02_c,temp_min_02_c,humidite_02_pct,rayonnement_02,precip_03_mm,temp_moy_03_c,temp_max_03_c,temp_min_03_c,humidite_03_pct,rayonnement_03,precip_04_mm,temp_moy_04_c,temp_max_04_c,temp_min_04_c,humidite_04_pct,rayonnement_04,precip_05_mm,temp_moy_05_c,temp_max_05_c,temp_min_05_c,humidite_05_pct,rayonnement_05,precip_06_mm,temp_moy_06_c,temp_max_06_c,temp_min_06_c,humidite_06_pct,rayonnement_06,precip_07_mm,temp_moy_07_c,temp_max_07_c,temp_min_07_c,humidite_07_pct,rayonnement_07,precip_08_mm,temp_moy_08_c,temp_max_08_c,temp_min_08_c,humidite_08_pct,rayonnement_08,precip_09_mm,temp_moy_09_c,temp_max_09_c,temp_min_09_c,humidite_09_pct,rayonnement_09,precip_10_mm,temp_moy_10_c,temp_max_10_c,temp_min_10_c,humidite_10_pct,rayonnement_10,precip_11_mm,temp_moy_11_c,temp_max_11_c,temp_min_11_c,humidite_11_pct,rayonnement_11,precip_12_mm,temp_moy_12_c,temp_max_12_c,temp_min_12_c,humidite_12_pct,rayonnement_12,precip_annuelle_mm,temp_moy_annuelle_c,temp_max_annuelle_c,temp_min_annuelle_c,humidite_moy_annuelle_pct,rayonnement_moyen_annuel,indice_stress_hydrique,type_sol,departement,precip_saison1_mm,precip_saison2_mm,precip_croissance_mm,amplitude_01_c,amplitude_02_c,amplitude_03_c,amplitude_04_c,amplitude_05_c,amplitude_06_c,amplitude_07_c,amplitude_08_c,amplitude_09_c,amplitude_10_c,amplitude_11_c,amplitude_12_c,amplitude_annuelle_c,stress_thermique_01,stress_thermique_02,stress_thermique_03,stress_thermique_04,stress_thermique_05,stress_thermique_06,stress_thermique_07,stress_thermique_08,stress_thermique_09,stress_thermique_10,stress_thermique_11,stress_thermique_12,nb_mois_stress_thermique,annee_normalisee,departement_encode,type_sol_encode
Copargo,2015,1781.81390977444,1.7818139097744399,0.0,24.12,37.66,11.82,30.38,19.18,8.4,28.86,40.7,17.82,42.25,19.79,26.66,29.49,40.22,18.66,43.57,19.53,24.599999999999998,29.81,40.37,18.83,49.75,20.94,163.36999999999998,28.24,40.53,22.37,70.23,20.93,123.60000000000001,27.23,34.18,22.2,74.49,18.46,213.28,25.95,33.23,20.43,80.66,17.06,262.88,24.91,30.05,20.55,86.58,14.43,224.1,25.4,31.47,20.18,85.32,17.0,142.29,26.34,32.88,20.91,80.98,18.79,3.5999999999999996,24.37,33.62,15.13,64.43,20.73,0.0,20.91,33.31,11.62,47.85,17.6,1192.7799999999997,26.302499999999995,40.7,11.62,63.04083333333333,18.703333333333333,0.43418885406001045,Ferrugineux tropical,Donga,551.51,369.99,1129.52,25.839999999999996,22.880000000000003,21.56,21.54,18.16,11.98,12.799999999999997,9.5,11.29,11.970000000000002,18.489999999999995,21.690000000000005,17.308333333333334,1,1,1,1,1,0,0,0,0,0,0,0,5,0.631578947368421,6,2
Djougou,2015,1486.63594470046,1.48663594470046,0.0,24.36,37.62,11.56,35.0,19.18,13.16,28.7,40.31,17.24,48.61,19.79,58.9,28.84,39.81,18.61,52.15,19.53,18.9,29.23,40.7,19.74,55.38,20.94,112.53,28.34,40.12,22.42,69.9,20.93,88.2,26.9,34.68,21.81,74.48,18.46,138.26,26.16,35.14,20.76,78.67,17.06,195.92000000000002,24.91,30.48,20.58,85.43,14.43,154.5,25.41,31.91,20.33,83.74,17.0,121.21000000000001,26.38,33.86,20.68,79.65,18.79,6.6,26.37,36.61,16.57,55.73,20.73,0.0,23.29,36.34,12.69,36.35,17.6,908.1800000000001,26.574166666666667,40.7,11.56,62.92416666666667,18.703333333333333,0.33059041355507335,Ferrugineux tropical,Donga,416.78999999999996,282.31000000000006,810.6200000000001,26.059999999999995,23.070000000000004,21.200000000000003,20.960000000000004,17.699999999999996,12.870000000000001,14.379999999999999,9.900000000000002,11.580000000000002,13.18,20.04,23.650000000000006,17.8825,1,1,1,1,1,0,1,0,0,0,1,1,8,0.631578947368421,6,2
Ouake,2015,1714.56306840648,1.7145630684064799,0.0,24.54,37.52,12.35,32.71,19.18,12.6,28.66,40.22,17.21,47.79,19.79,68.2,28.61,39.67,18.75,51.89,19.53,15.9,29.04,39.48,19.72,55.71,20.94,84.94000000000001,28.25,39.37,22.21,68.66,20.93,78.89999999999999,27.09,35.37,21.79,72.86,18.46,130.51,26.09,34.88,20.24,77.79,17.06,181.35,24.86,31.34,20.65,84.72,14.43,141.6,25.32,32.21,20.0,83.52,17.0,112.84,26.52,34.81,20.46,77.91,18.79,6.0,26.73,36.88,17.74,52.81,20.73,0.0,23.71,36.68,13.54,34.02,17.6,832.84,26.618333333333336,40.22,12.35,61.69916666666666,18.703333333333333,0.3031655839428387,Ferrugineux tropical,Donga,378.45,260.44,730.1400000000001,25.17,23.009999999999998,20.92,19.759999999999998,17.159999999999997,13.579999999999998,14.640000000000004,10.690000000000001,12.21,14.350000000000001,19.140000000000004,23.14,17.81416666666667,1,1,1,1,1,1,0,0,0,0,1,1,8,0.631578947368421,6,2
Aplahoue,2015,891.261983002833,0.891261983002833,6.2,25.5,36.93,12.59,64.09,17.8,29.400000000000002,28.32,37.56,22.43,74.05,18.06,111.91,28.31,38.0,23.79,76.65,18.76,46.2,27.72,35.75,23.08,79.94,18.97,55.800000000000004,27.83,35.65,23.11,78.97,19.42,107.1,26.26,33.0,22.25,83.12,17.08,104.16,25.86,33.06,20.5,82.41,16.23,80.91,26.3,34.41,21.58,79.27,14.58,98.39999999999999,26.48,33.82,21.52,79.93,15.81,119.03999999999999,26.47,33.05,22.15,84.46,18.58,16.200000000000003,27.63,36.8,22.08,76.14,19.6,4.03,25.97,36.1,15.21,53.4,17.28,779.3499999999999,26.8875,38.0,12.59,76.03583333333334,17.680833333333336,0.3001007947443796,Ferrugineux tropical,Couffo,425.16999999999996,233.64,565.41,24.34,15.130000000000003,14.21,12.670000000000002,12.54,10.75,12.560000000000002,12.829999999999998,12.3,10.899999999999999,14.719999999999999,20.89,14.486666666666665,1,1,1,1,1,0,0,0,0,0,1,1,7,0.631578947368421,5,2
Djakotomey,2015,1267.21409271684,1.26721409271684,6.2,25.5,36.93,12.59,64.09,17.67,29.400000000000002,28.32,37.56,22.43,74.05,17.35,111.91,28.31,38.0,23.79,76.65,18.07,46.2,27.72,35.75,23.08,79.94,18.16,55.800000000000004,27.83,35.65,23.11,78.97,18.82,107.1,26.26,33.0,22.25,83.12,15.24,104.16,25.86,33.06,20.5,82.41,16.42,80.91,26.3,34.41,21.58,79.27,14.78,98.39999999999999,26.48,33.82,21.52,79.93,15.44,119.03999999999999,26.47,33.05,22.15,84.46,17.67,16.200000000000003,27.63,36.8,22.08,76.14,19.22,4.03,25.97,36.1,15.21,53.4,17.5,779.3499999999999,26.8875,38.0,12.59,76.03583333333334,17.194999999999997,0.3085799438834692,Ferrallitique,Couffo,425.16999999999996,233.64,565.41,24.34,15.130000000000003,14.21,12.670000000000002,12.54,10.75,12.560000000000002,12.829999999999998,12.3,10.899999999999999,14.719999999999999,20.89,14.486666666666665,1,1,1,1,1,0,0,0,0,0,1,1,7,0.631578947368421,5,1
Dogbo-Tota,2015,1115.48672566372,1.1154867256637202,6.2,25.5,36.93,12.59,64.09,17.67,29.400000000000002,28.32,37.56,22.43,74.05,17.35,111.91,28.31,38.0,23.79,76.65,18.07,46.2,27.72,35.75,23.08,79.94,18.16,55.800000000000004,27.83,35.65,23.11,78.97,18.82,107.1,26.26,33.0,22.25,83.12,15.24,104.16,25.86,33.06,20.5,82.41,16.42,80.91,26.3,34.41,21.58,79.27,14.78,98.39999999999999,26.48,33.82,21.52,79.93,15.44,119.03999999999999,26.47,33.05,22.15,84.46,17.67,16.200000000000003,27.63,36.8,22.08,76.14,19.22,4.03,25.97,36.1,15.21,53.4,17.5,779.3499999999999,26.8875,38.0,12.59,76.03583333333334,17.194999999999997,0.3085799438834692,Ferrallitique,Couffo,425.16999999999996,233.64,565.41,24.34,15.130000000000003,14.21,12.670000000000002,12.54,10.75,12.560000000000002,12.829999999999998,12.3,10.899999999999999,14.719999999999999,20.89,14.486666666666665,1,1,1,1,1,0,0,0,0,0,1,1,7,0.631578947368421,5,1
Klouekanme,2015,1276.50380283046,1.27650380283046,6.2,25.5,36.93,12.59,64.09,17.8,29.400000000000002,28.32,37.56,22.43,74.05,18.06,111.91,28.31,38.0,23.79,76.65,18.76,46.2,27.72,35.75,23.08,79.94,18.97,55.800000000000004,27.83,35.65,23.11,78.97,19.42,107.1,26.26,33.0,22.25,83.12,17.08,104.16,25.86,33.06,20.5,82.41,16.23,80.91,26.3,34.41,21.58,79.27,14.58,98.39999999999999,26.48,33.82,21.52,79.93,15.81,119.03999999999999,26.47,33.05,22.15,84.46,18.58,16.200000000000003,27.63,36.8,22.08,76.14,19.6,4.03,25.97,36.1,15.21,53.4,17.28,779.3499999999999,26.8875,38.0,12.59,76.03583333333334,17.680833333333336,0.3001007947443796,Ferrallitique,Couffo,425.16999999999996,233.64,565.41,24.34,15.130000000000003,14.21,12.670000000000002,12.54,10.75,12.560000000000002,12.829999999999998,12.3,10.899999999999999,14.719999999999999,20.89,14.486666666666665,1,1,1,1,1,0,0,0,0,0,1,1,7,0.631578947368421,5,1
Lalo,2015,1116.83034496059,1.11683034496059,6.2,25.5,36.93,12.59,64.09,17.67,29.400000000000002,28.32,37.56,22.43,74.05,17.35,111.91,28.31,38.0,23.79,76.65,18.07,46.2,27.72,35.75,23.08,79.94,18.16,55.800000000000004,27.83,35.65,23.11,78.97,18.82,107.1,26.26,33.0,22.25,83.12,15.24,104.16,25.86,33.06,20.5,82.41,16.42,80.91,26.3,34.41,21.58,79.27,14.78,98.39999999999999,26.48,33.82,21.52,79.93,15.44,119.03999999999999,26.47,33.05,22.15,84.46,17.67,16.200000000000003,27.63,36.8,22.08,76.14,19.22,4.03,25.97,36.1,15.21,53.4,17.5,779.3499999999999,26.8875,38.0,12.59,76.03583333333334,17.194999999999997,0.3085799438834692,Vertisol,Couffo,425.16999999999996,233.64,565.41,24.34,15.130000000000003,14.21,12.670000000000002,12.54,10.75,12.560000000000002,12.829999999999998,12.3,10.899999999999999,14.719999999999999,20.89,14.486666666666665,1,1,1,1,1,0,0,0,0,0,1,1,7,0.631578947368421,5,4
Toviklin,2015,912.803553800593,0.912803553800593,6.2,25.5,36.93,12.59,64.09,17.67,29.400000000000002,28.32,37.56,22.43,74.05,17.35,111.91,28.31,38.0,23.79,76.65,18.07,46.2,27.72,35.75,23.08,79.94,18.16,55.800000000000004,27.83,35.65,23.11,78.97,18.82,107.1,26.26,33.0,22.25,83.12,15.24,104.16,25.86,33.06,20.5,82.41,16.42,80.91,26.3,34.41,21.58,79.27,14.78,98.39999999999999,26.48,33.82,21.52,79.93,15.44,119.03999999999999,26.47,33.05,22.15,84.46,17.67,16.200000000000003,27.63,36.8,22.08,76.14,19.22,4.03,25.97,36.1,15.21,53.4,17.5,779.3499999999999,26.8875,38.0,12.59,76.03583333333334,17.194999999999997,0.3085799438834692,Ferrallitique,Couffo,425.16999999999996,233.64,565.41,24.34,15.130000000000003,14.21,12.670000000000002,12.54,10.75,12.560000000000002,12.829999999999998,12.3,10.899999999999999,14.719999999999999,20.89,14.486666666666665,1,1,1,1,1,0,0,0,0,0,1,1,7,0.631578947368421,5,1
Athieme,2015,921.881907167667,0.921881907167667,8.680000000000001,26.06,34.74,15.13,69.37,17.67,40.6,28.18,34.31,24.31,78.56,17.35,124.0,28.27,35.2,25.03,80.31,18.07,55.5,27.76,32.83,24.73,83.2,18.16,64.48,27.84,32.64,24.33,82.33,18.82,122.99999999999999,26.22,30.53,23.47,85.91,15.24,85.87,25.58,30.22,21.75,85.28,16.42,49.910000000000004,25.89,31.51,22.47,82.46,14.78,75.6,26.29,31.69,22.52,82.07,15.44,122.76,26.6,30.98,23.63,85.78,17.67,27.3,27.65,34.13,24.09,79.51,19.22,5.89,26.65,33.98,18.62,60.47,17.5,783.5899999999999,26.91583333333334,35.2,15.13,79.60416666666667,17.194999999999997,0.31025875181580503,Hydromorphe,Mono,452.85,225.66000000000003,521.62,19.61,10.000000000000004,10.170000000000002,8.099999999999998,8.310000000000002,7.060000000000002,8.469999999999999,9.040000000000003,9.170000000000002,7.350000000000001,10.040000000000003,15.359999999999996,10.223333333333336,0,0,1,0,0,0,0,0,0,0,0,0,1,0.631578947368421,8,3
Bopa,2015,1181.40510083037,1.1814051008303699,8.680000000000001,26.06,34.74,15.13,69.37,17.67,40.6,28.18,34.31,24.31,78.56,17.35,124.0,28.27,35.2,25.03,80.31,18.07,55.5,27.76,32.83,24.73,83.2,18.16,64.48,27.84,32.64,24.33,82.33,18.82,122.99999999999999,26.22,30.53,23.47,85.91,15.24,85.87,25.58,30.22,21.75,85.28,16.42,49.910000000000004,25.89,31.51,22.47,82.46,14.78,75.6,26.29,31.69,22.52,82.07,15.44,122.76,26.6,30.98,23.63,85.78,17.67,27.3,27.65,34.13,24.09,79.51,19.22,5.89,26.65,33.98,18.62,60.47,17.5,783.5899999999999,26.91583333333334,35.2,15.13,79.60416666666667,17.194999999999997,0.31025875181580503,Vertisol,Mono,452.85,225.66000000000003,521.62,19.61,10.000000000000004,10.170000000000002,8.099999999999998,8.310000000000002,7.060000000000002,8.469999999999999,9.040000000000003,9.170000000000002,7.350000000000001,10.040000000000003,15.359999999999996,10.223333333333336,0,0,1,0,0,0,0,0,0,0,0,0,1,0.631578947368421,8,4
Come,2015,1575.34846859149,1.57534846859149,8.680000000000001,26.06,34.74,15.13,69.37,17.67,40.6,28.18,34.31,24.31,78.56,17.35,124.0,28.27,35.2,25.03,80.31,18.07,55.5,27.76,32.83,24.73,83.2,18.16,64.48,27.84,32.64,24.33,82.33,18.82,122.99999999999999,26.22,30.53,23.47,85.91,15.24,85.87,25.58,30.22,21.75,85.28,16.42,49.910000000000004,25.89,31.51,22.47,82.46,14.78,75.6,26.29,31.69,22.52,82.07,15.44,122.76,26.6,30.98,23.63,85.78,17.67,27.3,27.65,34.13,24.09,79.51,19.22,5.89,26.65,33.98,18.62,60.47,17.5,783.5899999999999,26.91583333333334,35.2,15.13,79.60416666666667,17.194999999999997,0.31025875181580503,Ferrallitique,Mono,452.85,225.66000000000003,521.62,19.61,10.000000000000004,10.170000000000002,8.099999999999998,8.310000000000002,7.060000000000002,8.469999999999999,9.040000000000003,9.170000000000002,7.350000000000001,10.040000000000003,15.359999999999996,10.223333333333336,0,0,1,0,0,0,0,0,0,0,0,0,1,0.631578947368421,8,1
Grand-Popo,2015,1330.50583657588,1.33050583657588,8.680000000000001,26.06,34.74,15.13,69.37,17.67,40.6,28.18,34.31,24.31,78.56,17.35,124.0,28.27,35.2,25.03,80.31,18.07,55.5,27.76,32.83,24.73,83.2,18.16,64.48,27.84,32.64,24.33,82.33,18.82,122.99999999999999,26.22,30.53,23.47,85.91,15.24,85.87,25.58,30.22,21.75,85.28,16.42,49.910000000000004,25.89,31.51,22.47,82.46,14.78,75.6,26.29,31.69,22.52,82.07,15.44,122.76,26.6,30.98,23.63,85.78,17.67,27.3,27.65,34.13,24.09,79.51,19.22,5.89,26.65,33.98,18.62,60.47,17.5,783.5899999999999,26.91583333333334,35.2,15.13,79.60416666666667,17.194999999999997,0.31025875181580503,Hydromorphe,Mono,452.85,225.66000000000003,521.62,19.61,10.000000000000004,10.170000000000002,8.099999999999998,8.310000000000002,7.060000000000002,8.469999999999999,9.040000000000003,9.170000000000002,7.350000000000001,10.040000000000003,15.359999999999996,10.223333333333336,0,0,1,0,0,0,0,0,0,0,0,0,1,0.631578947368421,8,3
Houeyogbe,2015,836.408705150827,0.836408705150827,8.680000000000001,26.06,34.74,15.13,69.37,17.67,40.6,28.18,34.31,24.31,78.56,17.35,124.0,28.27,35.2,25.03,80.31,18.07,55.5,27.76,32.83,24.73,83.2,18.16,64.48,27.84,32.64,24.33,82.33,18.82,122.99999999999999,26.22,30.53,23.47,85.91,15.24,85.87,25.58,30.22,21.75,85.28,16.42,49.910000000000004,25.89,31.51,22.47,82.46,14.78,75.6,26.29,31.69,22.52,82.07,15.44,122.76,26.6,30.98,23.63,85.78,17.67,27.3,27.65,34.13,24.09,79.51,19.22,5.89,26.65,33.98,18.62,60.47,17.5,783.5899999999999,26.91583333333334,35.2,15.13,79.60416666666667,17.194999999999997,0.31025875181580503,Ferrallitique,Mono,452.85,225.66000000000003,521.62,19.61,10.000000000000004,10.170000000000002,8.099999999999998,8.310000000000002,7.060000000000002,8.469999999999999,9.040000000000003,9.170000000000002,7.350000000000001,10.040000000000003,15.359999999999996,10.223333333333336,0,0,1,0,0,0,0,0,0,0,0,0,1,0.631578947368421,8,1
Lokossa,2015,1225.37062744513,1.22537062744513,8.680000000000001,26.06,34.74,15.13,69.37,17.67,40.6,28.18,34.31,24.31,78.56,17.35,124.0,28.27,35.2,25.03,80.31,18.07,55.5,27.76,32.83,24.73,83.2,18.16,64.48,27.84,32.64,24.33,82.33,18.82,122.99999999999999,26.22,30.53,23.47,85.91,15.24,85.87,25.58,30.22,21.75,85.28,16.42,49.910000000000004,25.89,31.51,22.47,82.46,14.78,75.6,26.29,31.69,22.52,82.07,15.44,122.76,26.6,30.98,23.63,85.78,17.67,27.3,27.65,34.13,24.09,79.51,19.22,5.89,26.65,33.98,18.62,60.47,17.5,783.5899999999999,26.91583333333334,35.2,15.13,79.60416666666667,17.194999999999997,0.31025875181580503,Ferrallitique,Mono,452.85,225.66000000000003,521.62,19.61,10.000000000000004,10.170000000000002,8.099999999999998,8.310000000000002,7.060000000000002,8.469999999999999,9.040000000000003,9.170000000000002,7.350000000000001,10.040000000000003,15.359999999999996,10.223333333333336,0,0,1,0,0,0,0,0,0,0,0,0,1,0.631578947368421,8,1
Adjara,2015,1190.0,1.19,5.2700000000000005,25.1,31.63,15.17,74.26,17.54,40.6,27.44,31.59,24.62,83.81,16.92,160.89000000000001,27.62,32.07,25.25,84.96,17.39,65.4,27.45,31.35,25.0,85.88,18.24,92.07000000000001,27.32,30.46,24.46,86.37,17.97,160.2,25.98,28.78,23.95,88.38,13.32,93.92999999999999,25.28,28.4,22.28,87.82,15.8,45.88,25.34,29.26,22.57,86.48,14.29,105.89999999999999,25.69,29.3,23.23,86.44,14.11,136.09,26.28,29.46,23.86,88.28,16.62,41.1,27.08,31.31,24.38,83.5,18.45,3.7199999999999998,25.49,30.97,18.52,63.0,17.41,951.0500000000001,26.339166666666667,32.07,15.17,83.26499999999999,16.505,0.39230618700743625,Ferrallitique,Oueme,572.49,283.09000000000003,634.0699999999999,16.46,6.969999999999999,6.82,6.350000000000001,6.0,4.830000000000002,6.119999999999997,6.690000000000001,6.07,5.600000000000001,6.93,12.45,7.607500000000001,0,0,0,0,0,0,0,0,0,0,0,0,0,0.631578947368421,9,1
Adjohoun,2015,1666.0,1.666,5.2700000000000005,25.1,31.63,15.17,74.26,17.54,40.6,27.44,31.59,24.62,83.81,16.92,160.89000000000001,27.62,32.07,25.25,84.96,17.39,65.4,27.45,31.35,25.0,85.88,18.24,92.07000000000001,27.32,30.46,24.46,86.37,17.97,160.2,25.98,28.78,23.95,88.38,13.32,93.92999999999999,25.28,28.4,22.28,87.82,15.8,45.88,25.34,29.26,22.57,86.48,14.29,105.89999999999999,25.69,29.3,23.23,86.44,14.11,136.09,26.28,29.46,23.86,88.28,16.62,41.1,27.08,31.31,24.38,83.5,18.45,3.7199999999999998,25.49,30.97,18.52,63.0,17.41,951.0500000000001,26.339166666666667,32.07,15.17,83.26499999999999,16.505,0.39230618700743625,Ferrallitique,Oueme,572.49,283.09000000000003,634.0699999999999,16.46,6.969999999999999,6.82,6.350000000000001,6.0,4.830000000000002,6.119999999999997,6.690000000000001,6.07,5.600000000000001,6.93,12.45,7.607500000000001,0,0,0,0,0,0,0,0,0,0,0,0,0,0.631578947368421,9,1
Aguegue,2015,2579.8228237666,2.5798228237666,5.2700000000000005,25.1,31.63,15.17,74.26,17.54,40.6,27.44,31.59,24.62,83.81,16.92,160.89000000000001,27.62,32.07,25.25,84.96,17.39,65.4,27.45,31.35,25.0,85.88,18.24,92.07000000000001,27.32,30.46,24.46,86.37,17.97,160.2,25.98,28.78,23.95,88.38,13.32,93.92999999999999,25.28,28.4,22.28,87.82,15.8,45.88,25.34,29.26,22.57,86.48,14.29,105.89999999999999,25.69,29.3,23.23,86.44,14.11,136.09,26.28,29.46,23.86,88.28,16.62,41.1,27.08,31.31,24.38,83.5,18.45,3.7199999999999998,25.49,30.97,18.52,63.0,17.41,951.0500000000001,26.339166666666667,32.07,15.17,83.26499999999999,16.505,0.39230618700743625,Ferrallitique,Oueme,572.49,283.09000000000003,634.0699999999999,16.46,6.969999999999999,6.82,6.350000000000001,6.0,4.830000000000002,6.119999999999997,6.690000000000001,6.07,5.600000000000001,6.93,12.45,7.607500000000001,0,0,0,0,0,0,0,0,0,0,0,0,0,0.631578947368421,9,1
Akpro-Misserete,2015,1104.0,1.104,5.2700000000000005,25.1,31.63,15.17,74.26,17.54,40.6,27.44,31.59,24.62,83.81,16.92,160.89000000000001,27.62,32.07,25.25,84.96,17.39,65.4,27.45,31.35,25.0,85.88,18.24,92.07000000000001,27.32,30.46,24.46,86.37,17.97,160.2,25.98,28.78,23.95,88.38,13.32,93.92999999999999,25.28,28.4,22.28,87.82,15.8,45.88,25.34,29.26,22.57,86.48,14.29,105.89999999999999,25.69,29.3,23.23,86.44,14.11,136.09,26.28,29.46,23.86,88.28,16.62,41.1,27.08,31.31,24.38,83.5,18.45,3.7199999999999998,25.49,30.97,18.52,63.0,17.41,951.0500000000001,26.339166666666667,32.07,15.17,83.26499999999999,16.505,0.39230618700743625,Ferrallitique,Oueme,572.49,283.09000000000003,634.0699999999999,16.46,6.969999999999999,6.82,6.350000000000001,6.0,4.830000000000002,6.119999999999997,6.690000000000001,6.07,5.600000000000001,6.93,12.45,7.607500000000001,0,0,0,0,0,0,0,0,0,0,0,0,0,0.631578947368421,9,1
Avrankou,2015,1192.0,1.192,5.2700000000000005,25.1,31.63,15.17,74.26,17.54,40.6,27.44,31.59,24.62,83.81,16.92,160.89000000000001,27.62,32.07,25.25,84.96,17.39,65.4,27.45,31.35,25.0,85.88,18.24,92.07000000000001,27.32,30.46,24.46,86.37,17.97,160.2,25.98,28.78,23.95,88.38,13.32,93.92999999999999,25.28,28.4,22.28,87.82,15.8,45.88,25.34,29.26,22.57,86.48,14.29,105.89999999999999,25.69,29.3,23.23,86.44,14.11,136.09,26.28,29.46,23.86,88.28,16.62,41.1,27.08,31.31,24.38,83.5,18.45,3.7199999999999998,25.49,30.97,18.52,63.0,17.41,951.0500000000001,26.339166666666667,32.07,15.17,83.26499999999999,16.505,0.39230618700743625,Ferrallitique,Oueme,572.49,283.09000000000003,634.0699999999999,16.46,6.969999999999999,6.82,6.350000000000001,6.0,4.830000000000002,6.119999999999997,6.690000000000001,6.07,5.600000000000001,6.93,12.45,7.607500000000001,0,0,0,0,0,0,0,0,0,0,0,0,0,0.631578947368421,9,1
Bonou,2015,1042.0,1.042,4.340000000000001,24.32,33.79,11.4,70.83,17.54,31.639999999999997,27.34,34.58,22.25,81.39,16.92,146.01,27.39,34.47,23.42,83.6,17.39,58.8,26.98,33.12,22.95,86.08,18.24,87.42,26.71,32.06,22.88,87.48,17.97,141.6,25.62,30.44,22.33,88.78,13.32,112.53,25.24,30.63,20.5,87.28,15.8,77.19000000000001,25.57,32.09,21.4,84.46,14.29,132.0,25.74,31.36,21.81,85.5,14.11,136.09,26.05,31.49,22.19,88.35,16.62,27.3,26.75,34.16,21.52,82.39,18.45,2.48,24.64,34.17,14.07,58.49,17.41,957.4,26.029166666666672,34.58,11.4,82.0525,16.505,0.39492554906778765,Ferrallitique,Oueme,546.36,295.39000000000004,686.83,22.39,12.329999999999998,11.049999999999997,10.169999999999998,9.180000000000003,8.110000000000003,10.129999999999999,10.690000000000005,9.55,9.299999999999997,12.639999999999997,20.1,12.136666666666668,0,0,0,0,0,0,0,0,0,0,0,0,0,0.631578947368421,9,1
Dangbo,2015,1471.0,1.471,5.2700000000000005,25.1,31.63,15.17,74.26,17.54,40.6,27.44,31.59,24.62,83.81,16.92,160.89000000000001,27.62,32.07,25.25,84.96,17.39,65.4,27.45,31.35,25.0,85.88,18.24,92.07000000000001,27.32,30.46,24.46,86.37,17.97,160.2,25.98,28.78,23.95,88.38,13.32,93.92999999999999,25.28,28.4,22.28,87.82,15.8,45.88,25.34,29.26,22.57,86.48,14.29,105.89999999999999,25.69,29.3,23.23,86.44,14.11,136.09,26.28,29.46,23.86,88.28,16.62,41.1,27.08,31.31,24.38,83.5,18.45,3.7199999999999998,25.49,30.97,18.52,63.0,17.41,951.0500000000001,26.339166666666667,32.07,15.17,83.26499999999999,16.505,0.39230618700743625,Hydromorphe,Oueme,572.49,283.09000000000003,634.0699999999999,16.46,6.969999999999999,6.82,6.350000000000001,6.0,4.830000000000002,6.119999999999997,6.690000000000001,6.07,5.600000000000001,6.93,12.45,7.607500000000001,0,0,0,0,0,0,0,0,0,0,0,0,0,0.631578947368421,9,3
Porto-Novo,2015,1124.0,1.124,5.2700000000000005,25.1,31.63,15.17,74.26,17.54,40.6,27.44,31.59,24.62,83.81,16.92,160.89000000000001,27.62,32.07,25.25,84.96,17.39,65.4,27.45,31.35,25.0,85.88,18.24,92.07000000000001,27.32,30.46,24.46,86.37,17.97,160.2,25.98,28.78,23.95,88.38,13.32,93.92999999999999,25.28,28.4,22.28,87.82,15.8,45.88,25.34,29.26,22.57,86.48,14.29,105.89999999999999,25.69,29.3,23.23,86.44,14.11,136.09,26.28,29.46,23.86,88.28,16.62,41.1,27.08,31.31,24.38,83.5,18.45,3.7199999999999998,25.49,30.97,18.52,63.0,17.41,951.0500000000001,26.339166666666667,32.07,15.17,83.26499999999999,16.505,0.39230618700743625,Ferrallitique,Oueme,572.49,283.09000000000003,634.0699999999999,16.46,6.969999999999999,6.82,6.350000000000001,6.0,4.830000000000002,6.119999999999997,6.690000000000001,6.07,5.600000000000001,6.93,12.45,7.607500000000001,0,0,0,0,0,0,0,0,0,0,0,0,0,0.631578947368421,9,1
Seme-Kpodji,2015,1216.0,1.216,5.2700000000000005,25.1,31.63,15.17,74.26,17.54,40.6,27.44,31.59,24.62,83.81,16.92,160.89000000000001,27.62,32.07,25.25,84.96,17.39,65.4,27.45,31.35,25.0,85.88,18.24,92.07000000000001,27.32,30.46,24.46,86.37,17.97,160.2,25.98,28.78,23.95,88.38,13.32,93.92999999999999,25.28,28.4,22.28,87.82,15.8,45.88,25.34,29.26,22.57,86.48,14.29,105.89999999999999,25.69,29.3,23.23,86.44,14.11,136.09,26.28,29.46,23.86,88.28,16.62,41.1,27.08,31.31,24.38,83.5,18.45,3.7199999999999998,25.49,30.97,18.52,63.0,17.41,951.0500000000001,26.339166666666667,32.07,15.17,83.26499999999999,16.505,0.39230618700743625,Ferrallitique,Oueme,572.49,283.09000000000003,634.0699999999999,16.46,6.969999999999999,6.82,6.350000000000001,6.0,4.830000000000002,6.119999999999997,6.690000000000001,6.07,5.600000000000001,6.93,12.45,7.607500000000001,0,0,0,0,0,0,0,0,0,0,0,0,0,0.631578947368421,9,1
